buyer_id,age,gender,annual_income_usd,city_type,daily_commute_km,number_of_cars_owned,current_car_type,charging_stations_near_home,charging_stations_near_work,home_charging_possible,environmental_concern_level,subsidy_available,range_anxiety_level,will_buy_ev,age_group
EV00265,31,Female,87678.0,Urban,42.2,3,SUV,6,6,No,2,Yes,Low,No,31-40
EV00266,36,Female,76258.0,Suburban,5.0,2,Sedan,7,7,No,4,Yes,Low,No,31-40
EV00267,58,Male,63571.0,Urban,66.0,2,Sedan,13,14,Yes,3,No,Low,No,51-60
EV00268,69,Male,102883.0,Suburban,92.1,3,SUV,5,8,Yes,5,Yes,Low,Yes,61-70
EV00269,59,Male,73232.0,Suburban,33.0,1,SUV,3,1,Yes,1,Yes,Low,No,51-60
EV00270,64,Male,67598.0,Urban,35.2,1,Sedan,14,19,No,1,No,Low,No,61-70
EV00271,57,Male,64221.0,Urban,41.5,3,Sedan,7,3,No,4,Yes,Low,No,51-60
EV00272,48,Male,71090.0,Suburban,25.8,3,Sedan,2,5,Yes,4,Yes,Low,Yes,41-50
EV00273,39,Female,103376.0,Urban,53.8,3,SUV,2,8,Yes,3,No,Low,No,31-40
EV00274,46,Female,68476.0,Suburban,67.3,4,Truck,1,9,Yes,2,No,Low,No,41-50
EV00275,51,Female,71934.0,Urban,28.2,2,Hatchback,7,9,No,1,Yes,Low,No,51-60
EV00276,39,Male,93141.0,Urban,92.1,2,Sedan,12,4,No,2,Yes,Medium,No,31-40
EV00277,45,Male,101793.0,Rural,82.1,2,SUV,1,0,Yes,1,Yes,Low,No,41-50
EV00278,26,Female,72223.0,Rural,40.0,1,SUV,2,1,Yes,1,No,Low,No,18-30
EV00279,31,Male,109262.0,Urban,28.6,1,SUV,9,19,No,1,No,Low,No,31-40
EV00280,50,Female,64358.0,Urban,96.6,1,Truck,14,19,Yes,1,Yes,Low,No,41-50
EV00281,57,Female,90805.0,Suburban,34.3,4,Sedan,7,6,Yes,1,No,Low,No,51-60
EV00282,57,Male,115831.0,Suburban,31.6,1,Hatchback,6,4,Yes,2,No,Low,No,51-60
EV00283,56,Female,56521.0,Urban,31.4,2,SUV,10,7,No,3,Yes,Low,No,51-60
EV00284,66,Female,108802.0,Suburban,82.6,1,Sedan,0,4,Yes,3,Yes,Low,No,61-70
EV00285,67,Female,30000.0,Urban,5.0,2,Sedan,5,4,Yes,2,No,Low,No,61-70
EV00286,40,Male,59962.0,Urban,9.1,2,SUV,13,4,Yes,2,No,Low,No,31-40
EV00287,48,Female,124829.0,Urban,62.7,2,Sedan,2,12,No,5,No,Medium,No,41-50
EV00288,47,Female,109149.0,Suburban,58.1,1,SUV,2,5,Yes,5,Yes,Low,Yes,41-50
EV00289,55,Male,62006.0,Urban,22.0,2,Truck,3,15,No,1,No,Low,No,51-60
EV00290,64,Male,81449.0,Urban,20.4,2,Sedan,8,9,Yes,2,Yes,Low,No,61-70
EV00291,32,Female,32275.0,Rural,31.8,1,Hatchback,2,0,Yes,2,Yes,Low,No,31-40
EV00292,49,Male,90350.0,Suburban,54.1,2,SUV,5,1,Yes,4,No,Low,No,41-50
EV00293,66,Female,100048.0,Suburban,5.0,2,SUV,4,8,Yes,4,Yes,Low,Yes,61-70
EV00294,61,Female,81108.0,Suburban,38.0,1,Sedan,6,9,Yes,4,No,Low,No,61-70
EV00295,56,Female,77121.0,Urban,80.3,2,Sedan,9,9,Yes,5,Yes,Low,Yes,51-60
EV00296,41,Female,30000.0,Suburban,43.1,1,Sedan,0,7,Yes,4,No,Low,No,41-50
EV00297,48,Male,107191.0,Urban,17.9,1,SUV,6,12,No,2,Yes,Low,No,41-50
EV00298,47,Male,40478.0,Urban,96.7,1,Sedan,4,19,Yes,3,No,Low,No,41-50
EV00299,57,Female,86732.0,Urban,57.2,2,SUV,5,6,No,1,Yes,Low,No,51-60
EV00300,28,Male,51317.0,Urban,34.2,2,Hatchback,7,6,No,5,Yes,Low,No,18-30
EV00301,37,Female,93603.0,Urban,29.8,1,Hatchback,6,15,Yes,4,Yes,Low,No,31-40
EV00302,32,Male,82783.0,Urban,51.3,3,Sedan,6,4,No,2,Yes,Medium,No,31-40
EV00303,34,Male,44909.0,Rural,36.4,1,Truck,2,3,Yes,4,Yes,Low,No,31-40
EV00304,48,Female,152819.0,Suburban,24.6,1,SUV,0,1,Yes,4,Yes,Low,No,41-50
EV00305,56,Female,73288.0,Suburban,5.5,1,Truck,6,6,Yes,3,No,Low,No,51-60
EV00306,64,Female,90003.0,Suburban,52.9,1,SUV,2,4,Yes,3,Yes,Low,Yes,61-70
EV00307,64,Male,51726.0,Rural,28.0,1,SUV,0,0,Yes,2,Yes,Low,No,61-70
EV00308,25,Female,119401.0,Suburban,17.2,2,Sedan,3,1,Yes,3,Yes,Low,No,18-30
EV00309,49,Male,131482.0,Suburban,32.3,1,SUV,3,5,Yes,1,Yes,Medium,No,41-50
EV00310,37,Male,102679.0,Suburban,60.9,2,Sedan,0,4,Yes,2,Yes,Low,No,31-40
EV00311,54,Female,134191.0,Urban,44.3,3,Hatchback,8,12,Yes,4,Yes,Low,Yes,51-60
EV00312,44,Female,89671.0,Rural,30.4,1,Sedan,1,3,Yes,5,No,Low,No,41-50
EV00313,56,Male,83359.0,Suburban,49.0,2,Sedan,6,8,Yes,1,No,Low,No,51-60
EV00314,29,Male,55613.0,Rural,59.2,3,Sedan,0,2,Yes,4,Yes,Low,No,18-30
EV00315,30,Female,96869.0,Suburban,46.1,1,SUV,7,4,No,1,No,Medium,No,18-30
EV00316,32,Female,107495.0,Urban,78.0,1,Sedan,4,8,No,5,Yes,Medium,Yes,31-40
EV00317,65,Male,72600.0,Suburban,23.6,1,Hatchback,2,3,No,1,Yes,Low,No,61-70
EV00318,34,Male,117588.0,Urban,49.1,1,SUV,8,18,No,4,No,Low,Yes,31-40
EV00319,47,Male,122743.0,Urban,11.0,1,Hatchback,6,3,No,2,Yes,Medium,No,41-50
EV00320,39,Female,109272.0,Suburban,43.4,2,Sedan,2,6,Yes,3,Yes,Low,No,31-40
EV00321,58,Female,93217.0,Suburban,72.3,1,SUV,4,1,Yes,2,No,Low,No,51-60
EV00322,63,Male,106779.0,Suburban,62.7,2,SUV,3,7,Yes,3,No,Low,No,61-70
EV00323,50,Female,51202.0,Rural,42.3,1,Sedan,2,0,Yes,2,Yes,Low,No,41-50
EV00324,65,Male,96161.0,Urban,10.6,2,Sedan,2,10,Yes,1,No,Low,No,61-70
EV00325,42,Male,104489.0,Suburban,40.2,2,Truck,5,5,Yes,1,Yes,Low,No,41-50
EV00326,69,Male,67689.0,Urban,14.6,1,Sedan,7,12,Yes,3,Yes,Low,No,61-70
EV00327,57,Female,78720.0,Urban,55.1,1,Sedan,7,15,No,2,No,Medium,No,51-60
EV00328,44,Female,64373.0,Suburban,8.5,1,SUV,0,5,Yes,5,Yes,Low,Yes,41-50
EV00329,58,Male,54241.0,Urban,18.1,2,SUV,11,15,No,1,Yes,Low,No,51-60
EV00330,64,Male,76940.0,Urban,42.5,3,Sedan,13,10,No,5,Yes,Low,No,61-70
EV00331,65,Female,84708.0,Urban,80.3,3,Sedan,6,10,Yes,4,Yes,Low,No,61-70
EV00332,52,Female,84708.0,Rural,54.3,2,SUV,2,2,Yes,4,Yes,Low,Yes,51-60
EV00333,38,Female,69340.0,Urban,49.5,3,SUV,6,7,Yes,1,Yes,Low,No,31-40
EV00334,31,Male,73253.0,Urban,13.5,2,SUV,12,3,No,4,No,Medium,No,31-40
EV00335,40,Female,84708.0,Suburban,92.6,2,SUV,6,4,Yes,3,Yes,Low,No,31-40
EV00336,53,Female,38341.0,Rural,30.4,2,Hatchback,2,3,Yes,1,No,Low,No,51-60
EV00337,43,Female,113143.0,Suburban,44.7,1,Sedan,6,5,No,5,No,Medium,No,41-50
EV00338,55,Male,101747.0,Urban,30.5,1,SUV,7,8,No,2,No,Low,No,51-60
EV00339,26,Female,77719.0,Suburban,46.4,3,SUV,6,2,No,2,Yes,Medium,No,18-30
EV00340,65,Male,50809.0,Urban,22.7,2,Sedan,5,17,Yes,4,Yes,Low,No,61-70
EV00341,69,Female,97474.0,Rural,32.0,2,Sedan,1,1,Yes,2,Yes,Low,No,61-70
EV00342,43,Male,125860.0,Rural,66.3,1,Sedan,2,0,Yes,4,No,Low,No,41-50
EV00343,59,Male,109156.0,Urban,5.0,1,SUV,5,13,No,4,No,Low,No,51-60
EV00344,30,Female,31488.0,Suburban,5.0,1,Truck,3,2,Yes,5,Yes,Low,No,18-30
EV00345,44,Female,86934.0,Suburban,66.2,1,Hatchback,1,7,Yes,3,Yes,Low,No,41-50
EV00346,52,Female,89212.0,Rural,70.6,2,Truck,2,1,Yes,1,No,Low,No,51-60
EV00347,51,Male,142842.0,Urban,21.7,1,Truck,3,16,No,3,No,Low,No,51-60
EV00348,45,Male,64584.0,Urban,78.3,1,Hatchback,14,13,Yes,3,No,Low,No,41-50
EV00349,48,Male,41327.0,Rural,44.8,1,Sedan,2,3,Yes,3,Yes,Low,No,41-50
EV00350,45,Female,92887.0,Suburban,10.1,2,Sedan,0,6,No,1,Yes,Medium,No,41-50
EV00351,42,Female,54116.0,Suburban,76.1,2,SUV,3,7,No,4,Yes,High,No,41-50
EV00352,25,Female,81190.0,Urban,65.6,3,SUV,11,7,Yes,3,Yes,Low,Yes,18-30
EV00353,69,Male,106333.0,Rural,31.3,1,SUV,0,3,Yes,2,No,Low,No,61-70
EV00354,29,Male,87595.0,Suburban,65.5,2,Truck,6,8,Yes,5,Yes,Low,No,18-30
EV00355,35,Female,47771.0,Urban,82.9,3,Truck,7,19,No,4,No,Low,No,31-40
EV00356,43,Male,103485.0,Suburban,46.5,3,Sedan,7,5,Yes,4,Yes,Low,Yes,41-50
EV00357,62,Male,42562.0,Urban,47.1,2,Sedan,7,3,Yes,3,No,Low,No,61-70
EV00358,54,Female,71462.0,Rural,42.7,2,SUV,1,1,No,1,Yes,Medium,No,51-60
EV00359,34,Male,70443.0,Rural,5.0,2,SUV,2,0,Yes,5,Yes,Low,Yes,31-40
EV00360,30,Male,129606.0,Suburban,82.3,3,Sedan,0,2,Yes,4,Yes,Low,No,18-30
EV00361,62,Female,124368.0,Urban,28.6,2,Sedan,11,13,Yes,2,Yes,Low,No,61-70
EV00362,60,Male,184215.0,Suburban,44.3,2,Sedan,3,9,No,3,Yes,Medium,Yes,51-60
EV00363,40,Female,67081.0,Urban,10.4,2,Sedan,11,17,Yes,3,No,Low,No,31-40
EV00364,65,Female,82508.0,Suburban,65.8,3,SUV,7,4,No,1,No,Low,No,61-70
EV00365,67,Female,95721.0,Suburban,5.0,2,SUV,4,3,Yes,4,No,Low,No,61-70
EV00366,32,Male,113725.0,Urban,24.2,3,Sedan,3,5,Yes,4,No,Low,No,31-40
EV00367,62,Other,53431.0,Urban,18.2,1,Sedan,12,19,No,5,No,Low,No,61-70
EV00368,32,Male,108881.0,Urban,5.0,2,SUV,11,3,No,3,Yes,Low,Yes,31-40
EV00369,52,Male,126405.0,Urban,34.4,2,SUV,8,6,No,1,Yes,Low,No,51-60
EV00370,58,Female,127346.0,Urban,60.6,3,Sedan,7,5,Yes,5,Yes,Low,Yes,51-60
EV00371,61,Other,93027.0,Rural,46.9,1,Hatchback,0,1,Yes,5,No,Low,No,61-70
EV00372,68,Female,30689.0,Urban,15.6,1,SUV,6,9,No,5,Yes,Low,No,61-70
EV00373,52,Male,67830.0,Urban,62.3,2,Sedan,7,10,No,1,No,Medium,No,51-60
EV00374,27,Female,122988.0,Urban,33.4,1,Sedan,5,12,No,2,Yes,Medium,No,18-30
EV00375,28,Male,45249.0,Suburban,81.3,2,SUV,7,1,Yes,2,Yes,Low,No,18-30
EV00376,31,Male,63410.0,Urban,24.8,2,SUV,13,10,No,1,Yes,Low,No,31-40
EV00377,66,Male,80295.0,Suburban,13.0,3,SUV,7,9,Yes,4,Yes,Low,No,61-70
EV00378,28,Female,83548.0,Suburban,22.2,2,SUV,4,3,Yes,2,Yes,Low,No,18-30
EV00379,33,Male,85499.0,Rural,26.7,2,SUV,2,2,Yes,4,Yes,Low,Yes,31-40
EV00380,49,Male,74057.0,Urban,41.5,2,Sedan,13,7,Yes,3,Yes,Low,No,41-50
EV00381,28,Male,73743.0,Urban,124.9,1,SUV,8,17,No,4,No,Low,No,18-30
EV00382,36,Male,95539.0,Urban,18.0,1,Hatchback,6,4,Yes,4,Yes,Low,No,31-40
EV00383,30,Male,30000.0,Suburban,42.9,1,SUV,7,1,Yes,3,No,Low,No,18-30
EV00384,69,Male,30000.0,Suburban,17.6,2,Hatchback,7,9,Yes,3,Yes,Low,No,61-70
EV00385,53,Male,84708.0,Suburban,34.1,2,SUV,1,9,Yes,3,No,Low,No,51-60
EV00386,45,Other,94487.0,Urban,68.5,1,SUV,13,7,Yes,5,Yes,Low,Yes,41-50
EV00387,66,Female,62930.0,Suburban,41.4,1,Sedan,1,2,Yes,4,No,Low,No,61-70
EV00388,40,Male,65608.0,Urban,40.2,1,Sedan,11,6,No,1,Yes,Medium,No,31-40
EV00389,34,Male,64387.0,Suburban,48.1,2,Sedan,6,6,Yes,4,Yes,Low,No,31-40
EV00390,30,Female,64417.0,Urban,37.2,2,SUV,12,10,No,2,No,Low,No,18-30
EV00391,58,Female,55166.0,Urban,30.7,2,Sedan,7,18,No,3,Yes,Low,No,51-60
EV00392,52,Male,30000.0,Urban,13.7,2,Hatchback,5,3,Yes,1,Yes,Low,No,51-60
EV00393,63,Male,98379.0,Suburban,68.2,2,SUV,3,9,Yes,3,Yes,Low,No,61-70
EV00394,40,Male,136288.0,Rural,20.2,1,Hatchback,0,3,No,4,No,Medium,No,31-40
EV00395,67,Female,82735.0,Rural,49.9,3,Sedan,1,0,Yes,3,Yes,Low,Yes,61-70
EV00396,33,Female,65003.0,Urban,97.0,1,Hatchback,11,9,No,3,Yes,Medium,No,31-40
EV00397,28,Male,92864.0,Urban,5.0,2,Sedan,3,7,No,2,No,Medium,No,18-30
EV00398,49,Female,167638.0,Rural,26.8,3,SUV,0,0,Yes,5,Yes,Low,Yes,41-50
EV00399,33,Male,92902.0,Suburban,35.5,3,SUV,4,3,Yes,4,No,Low,No,31-40
EV00400,66,Female,79300.0,Suburban,5.0,2,Hatchback,3,4,Yes,1,No,Low,No,61-70
EV00401,49,Female,83083.0,Urban,20.0,2,Sedan,11,17,Yes,2,No,Low,No,41-50
EV00402,54,Female,101125.0,Urban,91.4,4,SUV,8,19,No,5,Yes,Low,Yes,51-60
EV00403,53,Female,125126.0,Urban,52.8,1,Hatchback,12,8,No,3,No,Low,No,51-60
EV00404,56,Male,102351.0,Urban,80.3,1,Hatchback,7,19,No,3,No,Medium,No,51-60
EV00405,68,Female,108147.0,Urban,5.0,1,Truck,7,8,Yes,4,Yes,Low,Yes,61-70
EV00406,30,Female,96272.0,Urban,113.9,1,SUV,11,13,No,2,Yes,Medium,No,18-30
EV00407,67,Male,30000.0,Suburban,68.8,2,Sedan,5,2,Yes,3,No,Low,No,61-70
EV00408,27,Other,62809.0,Rural,24.9,2,Sedan,1,0,Yes,2,Yes,Low,No,18-30
EV00409,43,Female,133315.0,Suburban,5.0,2,Sedan,7,1,No,1,No,Low,No,41-50
EV00410,27,Male,107505.0,Urban,57.3,1,SUV,11,8,No,1,Yes,Medium,No,18-30
EV00411,49,Male,108778.0,Suburban,35.0,2,Sedan,7,5,No,5,Yes,Low,Yes,41-50
EV00412,39,Female,40242.0,Urban,5.0,1,SUV,5,17,No,2,Yes,Low,No,31-40
EV00413,39,Female,90753.0,Suburban,15.4,2,Hatchback,4,3,Yes,5,Yes,Low,Yes,31-40
EV00414,39,Female,127868.0,Suburban,45.8,4,SUV,1,1,Yes,2,Yes,Low,No,31-40
EV00415,52,Female,84640.0,Urban,57.0,4,SUV,4,10,Yes,4,Yes,Low,Yes,51-60
EV00416,29,Male,110770.0,Suburban,51.2,3,Sedan,6,7,Yes,2,Yes,Low,No,18-30
EV00417,46,Male,155088.0,Urban,109.2,2,Sedan,13,10,Yes,1,No,Low,No,41-50
EV00418,63,Male,44546.0,Suburban,21.3,1,Sedan,7,7,Yes,2,Yes,Low,No,61-70
EV00419,67,Female,97126.0,Suburban,31.5,3,SUV,0,2,Yes,1,Yes,Medium,No,61-70
EV00420,55,Female,128079.0,Suburban,75.1,1,Hatchback,4,8,Yes,4,No,Low,No,51-60
EV00421,49,Male,101467.0,Urban,61.3,1,SUV,6,16,Yes,5,Yes,Low,Yes,41-50
EV00422,40,Female,68762.0,Suburban,66.2,2,SUV,2,1,Yes,2,Yes,Low,No,31-40
EV00423,26,Female,150385.0,Suburban,25.9,3,Sedan,2,9,Yes,4,Yes,Low,Yes,18-30
EV00424,54,Male,91313.0,Urban,38.9,3,Hatchback,3,4,No,2,Yes,Medium,No,51-60
EV00425,62,Female,76871.0,Suburban,60.3,2,Hatchback,1,9,Yes,4,Yes,Low,Yes,61-70
EV00426,48,Other,114834.0,Rural,66.5,2,SUV,0,2,Yes,2,Yes,Low,Yes,41-50
EV00427,27,Other,57821.0,Rural,5.7,2,Sedan,0,1,Yes,2,No,Low,No,18-30
EV00428,41,Female,125496.0,Suburban,49.4,1,Sedan,0,7,Yes,5,Yes,Low,Yes,41-50
EV00429,50,Female,41017.0,Rural,14.0,2,Truck,0,3,Yes,1,Yes,Low,No,41-50
EV00430,60,Male,79179.0,Suburban,69.2,2,Truck,0,7,No,3,Yes,Medium,No,51-60
EV00431,55,Female,86075.0,Suburban,40.2,2,SUV,1,4,Yes,2,No,Low,No,51-60
EV00432,66,Male,169446.0,Urban,48.6,1,Sedan,8,15,Yes,2,Yes,Low,Yes,61-70
EV00433,33,Male,56394.0,Urban,36.6,1,Sedan,12,17,No,5,Yes,Low,Yes,31-40
EV00434,51,Female,135186.0,Suburban,17.3,3,Hatchback,2,6,Yes,4,No,Low,No,51-60
EV00435,48,Male,50425.0,Rural,67.5,1,Hatchback,1,3,Yes,3,No,Low,No,41-50
EV00436,26,Male,135917.0,Suburban,52.3,1,Sedan,2,1,Yes,3,No,Low,Yes,18-30
EV00437,50,Male,100223.0,Rural,36.4,1,Hatchback,1,1,Yes,4,Yes,Low,Yes,41-50
EV00438,31,Female,30000.0,Suburban,5.0,1,SUV,7,9,Yes,5,No,Low,No,31-40
EV00439,58,Female,91889.0,Urban,21.1,4,Sedan,5,9,Yes,3,Yes,Low,Yes,51-60
EV00440,53,Female,58080.0,Suburban,44.7,1,Sedan,0,3,Yes,5,No,Low,No,51-60
EV00441,41,Female,98376.0,Suburban,53.8,3,Sedan,6,9,Yes,2,Yes,Low,No,41-50
EV00442,56,Male,90812.0,Suburban,58.2,1,Sedan,6,5,Yes,4,Yes,Low,Yes,51-60
EV00443,66,Male,138487.0,Urban,43.8,2,Sedan,14,14,Yes,5,No,Low,Yes,61-70
EV00444,36,Female,57321.0,Urban,33.1,2,Hatchback,2,11,No,4,Yes,Medium,No,31-40
EV00445,47,Female,39229.0,Urban,13.4,2,SUV,8,11,No,3,Yes,Low,No,41-50
EV00446,40,Male,178668.0,Rural,14.7,2,SUV,2,1,Yes,4,Yes,Low,Yes,31-40
EV00447,56,Male,89915.0,Rural,75.3,1,SUV,0,0,Yes,2,Yes,Medium,No,51-60
EV00448,52,Male,53170.0,Urban,14.2,3,Truck,6,12,Yes,4,Yes,Low,Yes,51-60
EV00449,44,Male,49610.0,Urban,35.4,2,Hatchback,14,8,Yes,5,Yes,Low,No,41-50
EV00450,30,Female,156760.0,Suburban,30.2,3,SUV,2,2,Yes,1,Yes,Low,Yes,18-30
EV00451,26,Female,146892.0,Urban,12.8,2,Hatchback,6,8,Yes,2,Yes,Low,No,18-30
EV00452,38,Female,107100.0,Suburban,41.9,2,SUV,0,3,Yes,1,Yes,Low,No,31-40
EV00453,48,Female,73646.0,Urban,47.7,1,Truck,11,7,Yes,5,No,Low,No,41-50
EV00454,53,Male,103307.0,Urban,5.0,1,Hatchback,2,12,Yes,4,No,Low,No,51-60
EV00455,31,Male,59321.0,Urban,55.1,2,Sedan,10,9,No,2,Yes,Medium,No,31-40
EV00456,30,Male,81652.0,Urban,23.7,4,Sedan,9,13,No,3,Yes,Low,Yes,18-30
EV00457,28,Female,84708.0,Suburban,20.8,1,Sedan,7,6,Yes,4,No,Low,No,18-30
EV00458,66,Male,128015.0,Suburban,40.2,2,Sedan,6,2,Yes,3,No,Low,No,61-70
EV00459,37,Male,133382.0,Suburban,21.9,2,Sedan,2,5,Yes,1,Yes,Low,No,31-40
EV00460,51,Female,94308.0,Suburban,22.3,1,SUV,7,4,Yes,5,No,Low,No,51-60
EV00461,57,Female,65470.0,Rural,65.5,1,SUV,0,1,No,4,No,Medium,No,51-60
EV00462,48,Female,71968.0,Urban,22.2,2,Sedan,14,12,Yes,3,Yes,Low,No,41-50
EV00463,35,Female,117876.0,Urban,49.7,1,Truck,14,15,No,3,Yes,Low,No,31-40
EV00464,60,Male,38694.0,Suburban,5.0,2,Hatchback,1,8,Yes,4,No,Low,No,51-60
EV00465,65,Female,62606.0,Urban,52.4,1,Truck,13,7,No,3,No,Low,No,61-70
EV00466,58,Male,59870.0,Suburban,85.9,2,Hatchback,3,1,Yes,5,No,Low,No,51-60
EV00467,25,Male,63831.0,Suburban,38.8,2,Sedan,5,6,Yes,4,Yes,Low,No,18-30
EV00468,56,Female,146677.0,Urban,5.0,1,SUV,7,4,Yes,3,No,Low,No,51-60
EV00469,28,Male,102187.0,Urban,15.5,2,Sedan,5,15,Yes,1,Yes,Low,No,18-30
EV00470,49,Male,102183.0,Urban,5.0,1,Sedan,9,5,No,3,No,Low,No,41-50
EV00471,63,Male,30000.0,Suburban,7.3,4,SUV,3,1,No,5,Yes,Medium,No,61-70
EV00472,54,Male,84190.0,Urban,123.5,1,Hatchback,4,5,No,4,Yes,High,No,51-60
EV00473,56,Female,115953.0,Suburban,49.7,2,Sedan,1,4,Yes,1,Yes,Low,No,51-60
EV00474,49,Male,142270.0,Rural,5.0,2,SUV,2,1,Yes,5,No,Low,No,41-50
EV00475,34,Other,84043.0,Urban,80.3,1,Sedan,2,5,Yes,1,No,Low,No,31-40
EV00476,56,Female,68204.0,Urban,60.6,4,SUV,14,6,No,5,No,Medium,No,51-60
EV00477,38,Other,71095.0,Urban,15.3,2,Sedan,9,16,Yes,2,No,Low,No,31-40
EV00478,60,Male,95079.0,Rural,57.0,2,Sedan,0,1,Yes,5,No,Low,No,51-60
EV00479,69,Female,98334.0,Rural,34.4,3,SUV,0,0,Yes,4,No,Low,No,61-70
EV00480,27,Female,49648.0,Urban,46.5,1,Sedan,8,15,No,2,Yes,Low,No,18-30
EV00481,42,Male,55125.0,Suburban,116.4,2,SUV,1,6,Yes,4,Yes,Low,Yes,41-50
EV00482,47,Female,151786.0,Urban,74.0,3,SUV,9,7,No,1,No,Medium,No,41-50
EV00483,55,Female,113948.0,Suburban,51.2,3,Hatchback,5,6,Yes,2,Yes,Low,No,51-60
EV00484,61,Female,73569.0,Urban,50.0,4,Sedan,9,3,Yes,2,No,Low,No,61-70
EV00485,47,Female,84708.0,Urban,28.9,4,Sedan,9,19,No,5,Yes,Low,No,41-50
EV00486,58,Male,117937.0,Urban,57.5,2,Sedan,7,14,Yes,3,No,Low,No,51-60
EV00487,65,Female,95235.0,Rural,81.0,1,SUV,1,3,Yes,4,No,Low,No,61-70
EV00488,63,Other,86800.0,Rural,60.3,3,SUV,1,2,Yes,4,Yes,Low,No,61-70
EV00489,53,Male,65619.0,Urban,44.9,2,Hatchback,4,18,No,3,No,Low,No,51-60
EV00490,29,Female,70595.0,Urban,29.5,2,Sedan,6,8,No,3,No,Low,No,18-30
EV00491,69,Female,57932.0,Urban,5.0,3,SUV,7,11,Yes,2,No,Low,No,61-70
EV00492,62,Male,93680.0,Suburban,51.4,2,Sedan,2,3,Yes,1,No,Low,No,61-70
EV00493,25,Female,57359.0,Rural,24.8,2,Sedan,0,1,Yes,5,Yes,Low,Yes,18-30
EV00494,37,Male,54300.0,Urban,50.2,3,Sedan,13,18,Yes,1,No,Low,No,31-40
EV00495,51,Female,123112.0,Urban,32.5,4,Truck,10,5,No,3,Yes,Low,Yes,51-60
EV00496,27,Male,71981.0,Suburban,5.0,1,Truck,4,6,Yes,3,No,Low,No,18-30
EV00497,32,Male,71132.0,Urban,72.2,1,Sedan,12,14,No,3,Yes,Low,Yes,31-40
EV00498,62,Female,99336.0,Urban,48.6,1,Sedan,6,7,No,3,Yes,Low,No,61-70
EV00499,69,Female,93572.0,Urban,41.6,1,Sedan,14,6,Yes,1,Yes,Low,No,61-70
EV00500,37,Male,78096.0,Urban,68.6,1,Sedan,10,12,Yes,3,Yes,Low,Yes,31-40
EV00501,59,Male,81774.0,Urban,39.6,2,SUV,5,13,Yes,5,No,Low,No,51-60
EV00502,28,Female,53133.0,Urban,60.8,3,Sedan,14,19,No,4,Yes,Low,No,18-30
EV00503,57,Male,151628.0,Suburban,26.5,2,Hatchback,4,5,Yes,2,Yes,Low,No,51-60
EV00504,52,Male,46895.0,Suburban,40.2,4,SUV,1,8,Yes,1,Yes,Low,No,51-60
EV00505,68,Male,79039.0,Urban,43.9,4,Hatchback,8,3,No,5,Yes,Medium,No,61-70
EV00506,32,Male,95149.0,Suburban,40.3,1,Sedan,1,7,Yes,3,No,Low,No,31-40
EV00507,67,Male,65120.0,Urban,22.1,2,Sedan,7,16,Yes,4,Yes,Low,Yes,61-70
EV00508,27,Female,98914.0,Urban,12.9,2,Sedan,6,5,No,5,Yes,Low,Yes,18-30
EV00509,34,Female,30000.0,Suburban,36.3,1,SUV,6,3,Yes,5,No,Low,No,31-40
EV00510,30,Male,67762.0,Urban,41.0,1,SUV,6,5,No,2,No,Medium,No,18-30
EV00511,51,Female,121345.0,Rural,18.5,2,Hatchback,2,3,Yes,4,Yes,Low,Yes,51-60
EV00512,27,Female,42324.0,Urban,69.2,2,SUV,8,6,Yes,5,Yes,Low,No,18-30
EV00513,47,Male,38274.0,Suburban,74.6,1,Sedan,3,6,Yes,1,Yes,Low,No,41-50
EV00514,52,Female,200083.0,Urban,25.4,2,SUV,5,11,No,3,Yes,Low,Yes,51-60
EV00515,39,Other,155701.0,Urban,31.7,3,SUV,11,6,No,5,No,Low,No,31-40
EV00516,35,Male,154904.0,Suburban,37.8,2,Sedan,2,8,No,2,No,High,No,31-40
EV00517,28,Male,42782.0,Urban,41.1,3,Sedan,8,15,Yes,5,Yes,Low,No,18-30
EV00518,55,Male,56202.0,Urban,40.2,2,Truck,14,19,Yes,4,Yes,Low,Yes,51-60
EV00519,61,Male,64511.0,Urban,28.4,1,Sedan,3,12,Yes,2,Yes,Low,No,61-70
EV00520,66,Female,102245.0,Urban,26.1,3,Sedan,8,6,No,4,Yes,Low,Yes,61-70
EV00521,43,Female,143397.0,Suburban,70.2,4,Hatchback,2,5,Yes,4,No,Low,No,41-50
EV00522,62,Male,56892.0,Urban,5.0,4,Hatchback,8,4,Yes,3,No,Low,No,61-70
EV00523,43,Male,134325.0,Suburban,72.1,1,SUV,4,2,Yes,2,No,Low,No,41-50
EV00524,27,Female,67341.0,Suburban,59.9,2,SUV,7,8,Yes,5,Yes,Low,No,18-30
EV00525,58,Female,97151.0,Urban,63.9,1,Sedan,5,12,Yes,3,Yes,Low,No,51-60
EV00526,45,Female,143922.0,Suburban,43.9,2,Sedan,3,1,No,2,Yes,Medium,No,41-50
EV00527,34,Male,46346.0,Suburban,6.4,2,Sedan,3,1,Yes,2,No,Low,No,31-40
EV00528,48,Male,108200.0,Suburban,20.1,3,Sedan,1,2,Yes,3,No,Low,No,41-50
EV00529,65,Other,83713.0,Urban,24.4,4,Sedan,7,14,Yes,1,No,Low,No,61-70
EV00530,38,Other,149408.0,Urban,68.4,3,Sedan,2,11,No,3,Yes,Medium,Yes,31-40
